Brand  ,Name of the product,Price,Purpose,Description,  Time of Use (AM or PM)  ,How often to be used a week,Key Ingredients,Ingredients,How to use (skin),PH Level,Skin Type,Is it safe for sensitive skin?,Age target,Helps with,Results showing in the period,What product should not be used together,UV sensitivity increase,How much to apply,Function,
THE ORDINARY  ,"Salicyclic Acid 2% Solution
  ",$7.00,Treat  ,"Salicylic Acid is a beta hydroxy acid that exfoliates the skin. This 2% treatment solution helps exfoliate the inside walls of pores to fight the appearance of blemishes and for better visible skin clarity with continued use.
",  AM/PM  ,No restrictions  ,2% Salicylic Acid  ,"Aqua (Water), Hamamelis Virginiana Leaf Water, Cocamidopropyl Dimethylamine, Salicylic Acid, Dimethyl Isosorbide, Trisodium Ethylenediamine Disuccinate, Citric Acid, Polysorbate 20, Hydroxyethylcellulose, Ethoxydiglycol, Potassium Sorbate, Sodium Benzoate, 1,2-hexanediol, Caprylyl Glycol.",Clean  ,3.2-4.0  ,"Acne-prone, Blemishes  ",No  ,Any  ,Clearer skin  ,N/A  ,"BHA, EUK 134 0.1%, Buffet + Copter Peptides 1%
  ",Yes  ,Pine nut sized  ,Exfoliate  ,
THE ORDINARY  ,B' oil  ,$11.00,Hydrate  ,"B” Oil solubilizes a purified form of micro-algae in a blend of squalane and oils of marula, argan, baobab, pataua, brazil nut, inca inchi, rosehip and borage to support healthy skin defense, to enhance radiance, to quench free radicals and to help balance pro-irritant mediators.

The formula imparts a golden green hue and a mild herbal odour as a result of its high micro-algae concentration.",  AM/PM  ,No restrictions  ,N/A  ,"Caprylic/Capric Triglyceride, Squalane, Crambe Abyssinica Seed Oil, Bisabolol, Simmondsia Chinensis Seed Oil, Ethylhexyl Stearate, Isochrysis Galbana Extract, Adansonia Digitata Seed Oil, Argania Spinosa Kernel Oil, Borago Officinalis Seed Oil, Rosa Canina Seed Oil, Sclerocarya Birrea Seed Oil, Oenocarpus Bataua Fruit Oil, Plukenetia Volubilis Seed Oil, Bertholletia Excelsa Seed Oil, Solanum Lycopersicum (Tomato) Fruit Extract, Hydroxymethoxyphenyl Decanone, Rosmarinus Officinalis (Rosemary) Leaf Extract, Tocopherol.","Clean, treated  ",N/A  ,"Dehydrated, Sensitive  ",Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,2-3 drops  ,Hydrate  ,
THE ORDINARY  ,"100% Organic Cold-Pressed Borage Seed Oil
  ",$5.00,Hydrate  ,"
This formulation contains 100% pure Borage Seed Oil that is sustainably-sourced, organic and cold-pressed. This soothing and nourishing oil contains an exceptionally high concentration of gamma-linolenic acid (GLA), an important essential fatty acid, as well as linoleic, oleic, stearic and palmitic acids. Borage Seed Oil offers a calming effect, helps maintain healthy skin and is suited particularly well for the dry and/or irritated skin conditions.",  AM/PM  ,No restrictions  ,100% Borage Seed Oil  ,Borago Officinalis Seed Oil,Clean  ,N/A  ,"Dehydrated, Sensitive, Red  ",Yes  ,Any  ,Hydration; Calm red skin; Anti-irritation  ,N/A  , N/A  ,No  ,2-3 drops  ,Hydrate  ,
THE ORDINARY  ,"100% Organic Cold-Pressed Moroccan Argan Oil
  ",$8.00,Hydrate  ,"This formulation uses 100% pure Moroccan Argan Seed Oil extracted through a cold pressing that preserves the integrity of the oil's fatty acids, vitamins, phenols (including caffeic acid) and carotenes. Argan oil's main fatty acid content is made up of oleic acid and linoleic acid. The oil supports healthy skin and reduces the appearance of flaking. It also adds soft sheen and strength to hair.
",  PM  ,No restrictions  ,100% Moroccan Argan Seed Oil  ,Argania Spinosa Kernel Oil.,Clean  ,N/A  ,Dehydrated  ,Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,2 drops  ,Hydrate  ,
THE ORDINARY  ,"Natural Moisturizing Factors + HA
  ",$9.00,Moisturize  ,"Natural Moisturizing Factors (NMF) are elements that keep the outer layer of the skin protected and well-hydrated. NMF are made up of multiple amino acids, fatty acids, triglycerides, urea, ceramides, phospholipids, glycerin, saccharides, sodium PCA, hyaluronic acid and many other compounds that are naturally present in the skin.

This formula offers non-greasy hydration that acts as a direct topical supplement of impaired NMF components. It contains 11 amino acids, phospholipids, alpha/beta/gamma fatty acids, triglycerides, sterols and sterol esters, glycerin, ceramide precursors, urea, saccharides, sodium PCA and hyaluronic acid. It offers immediate hydration and lasting results with continued use.
",  AM/PM  ,No restrictions  ,N/A  ,"Aqua (Water), Caprylic/Capric Triglyceride, Cetyl Alcohol, Propanediol, Stearyl Alcohol, Glycerin, Sodium Hyaluronate, Arginine, Aspartic Acid, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Glucose, Maltose, Fructose, Trehalose, Sodium PCA, PCA, Sodium Lactate, Urea, Allantoin, Linoleic Acid, Oleic Acid, Phytosteryl Canola Glycerides, Palmitic Acid, Stearic Acid, Lecithin, Triolein, Tocopherol, Carbomer, Isoceteth-20, Polysorbate 60, Sodium Chloride, Citric Acid, Trisodium Ethylenediamine Disuccinate, Pentylene Glycol, Triethanolamine, Sodium Hydroxide, Phenoxyethanol, Chlorphenesin.","Clean, treated  ",6.5-7.0  ,Dehydrated  ,Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,Pea-sized  ,Seal the moisture  ,
THE ORDINARY  ,Marine Hyaluronics  ,$8.00,Hydrate  ,"Marine Hyaluronics brings together lightweight marine-derived water reservoirs that attract and hold water like hyaluronic acid (HA) but are lighter than HA in texture and feel. The formula contains exopolysaccharides from skin-friendly marine bacteria, Hawaiian red algae, Glycoproteins from Antarctic marine sources, micro-filtered blue-green algae and several health-supporting amino acids. All marine derivatives in Marine Hyaluronics are sourced sustainably. The total concentration of active ingredients in this formula is 23%.
",  AM/PM  ,No restrictions  ,23% Marine Hyaluronics  ,"Aqua (Water), Glycerin, Algae Extract, Pseudoalteromonas Exopolysaccharides, Pseudoalteromonas Ferment Extract, Ahnfeltia Concinna Extract, Arginine, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Aspartic Acid, PCA, Sodium PCA, Sodium Lactate, Salicylic Acid, Citric Acid, Propanediol, Dimethyl Isosorbide, Ethoxydiglycol, Polysorbate 20, Potassium Sorbate, Sodium Salicylate, Sodium Benzoate, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol.",Clean  ,4.0-5.0  ,Dehydrated  ,Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,2-3 drops  ,Hydrate  ,
THE ORDINARY  ,"Hyaluronic Acid 2% + B5
  ",$8.00,Hydrate  ,"Hyaluronic Acid (HA) can attract up to 1,000 times its weight in water. The molecular size of HA determines its depth of delivery in the skin. This formulation combines low-, medium- and high-molecular weight HA, as well as a next-generation HA crosspolymer at a combined concentration of 2% for multi-depth hydration. This system is supported with the addition of Vitamin B5 which also enhances surface hydration. A more advanced HA formulation with 15 forms of HA, including precursors of HA, is offered by our brand NIOD in Multi-Molecular Hyaluronic Complex.

Note: Hyaluronic Acid is found in the skin naturally but its natural function within the skin is not hydration. Many products have used HA to claim hydration benefits, but HA is too large of a molecule to penetrate the skin and instead sits on the surface and can draw moisture out of the skin making the surface feel soft and hydrated temporarily, while making you feel like you need more HA after the product is rinsed. This formula uses three forms of HA with varying molecular weights, as well as an HA crosspolymer, to offer multi-depth hydration and visible plumping without drawing water out of the skin solely to improve temporary surface hydration.",  AM/PM  ,No restrictions  ,2% HA crosspolymer  ,"Aqua (Water), Sodium Hyaluronate, Pentylene Glycol, Propanediol, Sodium Hyaluronate Crosspolymer, Panthenol, Ahnfeltia Concinna Extract, Glycerin, Trisodium Ethylenediamine Disuccinate, Citric Acid, Isoceteth-20, Ethoxydiglycol, Ethylhexylglycerin, Hexylene Glycol, 1,2-Hexanediol, Phenoxyethanol, Caprylyl Glycol.",Clean  ,6.5-7.5  ,Dehydrated  ,Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,2-3 drops  ,Hydrate  ,
THE ORDINARY  ,Amino Acids + B5  ,$8.00,Hydrate  ,"This concentrated solution includes Amino Acids and Amino Acid derivatives creating a combined total concentration of 17% (by weight). This resembles the composition of Amino Acids found in the skin’s own Natural Moisturising Factors and provides enhanced barrier support, elasticity, osmotic balance and desquamation. The formulation also includes a 5% (by weight) concentration of D-Panthenol which is a pro-vitamin of Vitamin B5 to provide surface and below-surface hydration while aiding in skin repair and anti-irritant functions.

Amino Acids + B5 offers non-greasy hydration support for the maintenance of healthy, functioning skin. It may cause a temporary tingling sensation upon application. If desired, the formula can be mixed with other serums or creams upon application to reduce its strength.",  AM/PM  ,No restrictions  ,"17% Amino Acids
5% D-Panthenol  ","Aqua (Water), Propanediol, Betaine, Sodium PCA, Panthenol, Sodium Lactate, Arginine, PCA, Aspartic Acid, Glycine, Alanine, Serine, Threonine, Valine, Proline, Isoleucine, Lysine HCl, Histidine, Phenylalanine, Glutamic Acid, Citric Acid, Dimethyl Isosorbide, Polysorbate 20, Trisodium Ethylenediamine Disuccinate, 1,2-Hexanediol, Caprylyl Glycol.",Clean  ,4.75-5.25  ,Dehydrated  ,Yes  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,2-3 drops  ,Hydrate  ,
THE ORDINARY  ,Alpha Arbutin 2% + HA  ,$11.00,Treat  ,"Alpha Arbutin reduces the looks of spots and hyper-pigmentation. It's used at a high 2% concentration versus a standard concentration of 1% and supported with a next-generation form of Hyaluronic Acid for enhanced delivery. Alpha Arbutin is much stronger in effect than Arbutin or Beta Arbutin.

Note: Alpha Arbutin is extremely sensitive to degradation in the presence of water if the pH of the formulation is not ideal. The pH of this formula is approximately 4.9 which is shown to be the most suitable pH to minimize degradation of Alpha Arbutin.",  AM/PM  ,No restrictions  ,2% Alpha arbutin  ,"Aqua (Water), Alpha-Arbutin, Polyacrylate Crosspolymer-6, Hydrolyzed Sodium Hyaluronate, Propanediol, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Lactic Acid, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin.",Clean  ,4.85-4.9  ,Hyperpigmentation  ,No  ,Any  ,Clearer skin  ,N/A  ,N/A  ,Yes  ,2-3 drops  ,Renews cells  ,
THE ORDINARY  ,Niacinamide 10% + Zinc 1%  ,$7.00,Treat  ,"Niacinamide (Vitamin B3) is indicated to reduce the appearance of skin blemishes and congestion. A high 10% concentration of this vitamin is supported in the formula by zinc salt of pyrrolidone carboxylic acid to balance visible aspects of sebum activity.
",  AM/PM  ,No restrictions  ,"10% niacinamide helps to control excess oil, target blemishes and tackle redness
  ","Aqua (Water), Niacinamide, Pentylene Glycol, Zinc PCA, Dimethyl Isosorbide, Tamarindus Indica Seed Gum, Xanthan gum, Isoceteth-20, Ethoxydiglycol, Phenoxyethanol, Chlorphenesin.",Clean  ,5.5-6.5  ,"Acne-prone, Blemishes  ",No  ,Any  ,Clearer skin  ,N/A  ,Pure Vitamin C (EAA/LAA)  ,No  ,2 drops  ,Renews cells  ,
THE ORDINARY  ,"""Buffet""  ",$18.00,Treat  ,"This formula combines a comprehensive array of studied technologies to target multiple signs of aging at once. The technologies are Matrixyl™ 3000 peptide complex (with palmitoyl tetrapeptide-7), Matrixyl™ synthe'6™ peptide complex (with palmitoyl tripeptide-38), SYN™-AKE peptide complex (with dipeptide diaminobutyroyl benzylamide diacetate), Relistase peptide complex (with acetylarginyltryptophyl diphenylglycine), ARGIRELOX™ peptide complex (with acetyl hexapeptide-8, pentapeptide-18), Probiotic complex (with lactococcus lactis lysate), in a base of 11 skin-friendly amino acids and multiple hyaluronic acid complexes. The total concentration of these technologies in the formula by weight is 25.1%.
",  AM/PM  ,No restrictions  ,N/A  ,"Aqua (Water), Glycerin, Lactococcus Ferment Lysate, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Trisodium Ethylenediamine Disuccinate, Ethoxydiglycol, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin.","Clean, hydrated  ",4.5-5.5  ,Aging  ,No  ,Any  ,Hydration; Anti-aging  ,N/A  ,"AHA, BHA, Pure Vitamin C (EAA/LAA)  ",No  ,2 drops  ,Hydrate  ,
THE ORDINARY  ,"""Buffet"" + Copper Peptides 1%  ",$34.00,Treat  ,"This formula combines a comprehensive array of studied technologies to target multiple signs of aging at once. The technologies are direct Copper Peptides, also known as GHK-Cu (Copper Tripeptide-1), Matrixyl 3000 peptide complex (with palmitoyl tetrapeptide-7), Matrixyl synthe'6 peptide complex (with palmitoyl tripeptide-38), SYN-AKE peptide complex (with dipeptide diaminobutyroyl benzylamide diacetate), Relistase peptide complex (with acetylarginyltryptophyl diphenylglycine), ARGIRELOX peptide complex (with acetyl hexapeptide-8, pentapeptide-18) and a Probiotic complex (with Lactococcus lactis lysate), solubilized in a base of 11 skin-friendly amino acids and multiple forms of hyaluronic acid.

The ""Buffet"" + Copper Peptides 1% formula differs from our original ""Buffet"" as this formula includes a 1% concentration of pure Copper Peptides, increasing its focus on overall skin health. The natural role of these peptides as found in human plasma includes supporting a wide range of skin health functions like maintaining normal immune function, collagen synthesis, fibroblast production and anti-inflammatory responses. The inclusion of Copper Peptides offers a natural blue tint to the formula. The total concentration of active technologies in this formula is 26.1%.",  AM/PM  ,No restrictions  ,Copper Peptides 1%  ,"Aqua (Water), Glycerin, Lactococcus Ferment Lysate, Copper Tripeptide-1, Acetyl Hexapeptide-8, Pentapeptide-18, Palmitoyl Tripeptide-1, Palmitoyl Tetrapeptide-7, Palmitoyl Tripeptide-38, Dipeptide Diaminobutyroyl Benzylamide Diacetate, Acetylarginyltryptophyl Diphenylglycine, Sodium Hyaluronate Crosspolymer, Sodium Hyaluronate, Allantoin, Glycine, Alanine, Serine, Valine, Isoleucine, Proline, Threonine, Histidine, Phenylalanine, Arginine, Aspartic Acid, Trehalose, Fructose, Glucose, Maltose, Urea, Sodium PCA, PCA, Sodium Lactate, Citric Acid, Hydroxypropyl Cyclodextrin, Sodium Chloride, Sodium Hydroxide, Butylene Glycol, Pentylene Glycol, Acacia Senegal Gum, Xanthan Gum, Carbomer, Polysorbate 20, Dimethyl Isosorbide, Sodium Benzoate, Caprylyl Glycol, Ethylhexylglycerin, Phenoxyethanol, Chlorphenesin","Clean, hydrated  ",6.0-7.0  ,Aging  ,No  ,Any  ,Hydration; Anti-aging; Plump skin  ,N/A  ,"AHA, BHA, EUK 134 0.1%, Pure Vitamin C (LAA/ELAA)
  ",No  ,2 drops  ,Hydrate  ,
THE ORDINARY  ,Argireline Solution 10%  ,$10.00,Treat  ,"
ARGIRELINE™ is a trademark owned by Barcelona-based Lipotec S.A.U. It is a proprietary solution of Acetyl Hexapeptide-8. Controlled studies have shown that ARGIRELINE™ improves the appearance of facial areas prone to developing dynamic folds, including around the eyes and in the forehead area.

Note: Studies have shown that the water content of formulations does impact the utility level of topical ARGIRELINE™ and specifically that higher water content results in better utility. This formulation is water-based and avoids oils, esters and silicones.",  AM/PM  ,No restrictions  ,Acetyl Hexapeptide-8  ,"Aqua (Water), Propanediol, Acetyl Hexapeptide-8, Trisodium Ethylenediamine Disuccinate, Gellan Gum, Sodium Chloride, Isoceteth-20, Dimethyl Isosorbide, Potassium Sorbate, Phenoxyethanol, Chlorphenesin.","Clean, hydrated  ",6.0-7.0  ,Aging  ,No  ,Any  ,Hydration; Anti-aging; Plump skin  ,N/A  ,"AHA, BHA, EUK 134 0.1%, Pure Vitamin C (LAA/ELAA)
  ",Yes  ,2,Hydrate  ,
THE ORDINARY  ,Magnesium Ascorbyl Phospate 10%  ,$12.00,Treat  ,"Vitamin C is an effective antioxidant, brightens the skin tone and reduces signs of aging. In its pure form, Vitamin C is unstable in water. Magnesium Ascorbyl Phosphate (MAP) is a water-soluble derivative of Vitamin C. It is more stable in water but it is less potent than direct L-Ascorbic Acid. It is compatible with water but higher concentrations cannot be offered in a low-viscosity serum format and requires emulsification to form a cream. This formula is a light cream that offers 10% pure MAP (very high solubilized concentration). Aside from the general benefits of pure Vitamin C, MAP has been shown to offer specific skin brightening benefits, more so than other derivatives of Vitamin C. (Note: some brands offer ""powder"" formulations that offer up to 15% MAP. Such powders would offer less direct availability of MAP as compared to an emulsion such as this formula which has solubilized the complete 10% concentration of MAP. It is extremely difficult to solubilize higher concentrations of MAP in non-powder formulations.) 
",  AM/PM  ,No restrictions  ,10% Vitamin C  ,"Aqua (Water), Coco Caprylate/caprate, Magnesium Ascorbyl Phosphate, Isodecyl Neopentanoate, Plukenetia Volubilis Seed Oil, Coconut Alkanes, Disteardimonium Hectorite, Polyglyceryl-3 Diisostearate, Polyglycerol-3 Polyricinoleate, Glycerin, Hexamethyldisiloxane, Terminalia Ferdinandiana Fruit Extract, Tocopherol, Sodium Chloride, Phenoxyethanol, Chlorphenesin.","Clean,hydrated  ",6.5-7.5  ,Hyperpigmentation  ,No  ,Any  ,"Hydration; Brighter skin, Even skin tone  ",N/A  ,N/A  ,Yes  ,Pea-sized  ,Brighten  ,
THE ORDINARY  ,100% Plant-derived Squalane  ,$10.00,Hydrate  ,"Squalane is a saturated and stable hydrocarbon that is found naturally in the skin. It has very high emollience, is an exceptional hydrator and can prevent ongoing loss of hydration that impairs dermal suppleness. Squalane is non-comedogenic and is suitable for use on all skin types. It can also be applied to hair to increase heat protection, add shine and reduce breakage potential.
",  AM/PM  ,No restrictions  ,100% plant derived squalane  ,Squalane,"Clean, treated  ",N/A  ,Dehydrated  ,No  ,Any  ,Hydration;  Protect against pollution  ,N/A  ,N/A  ,No  ,2-3 drops  ,Hydrate  ,
Paula's Choice  ,Niacinamide 20% Treatment  ,$48.00,Treat  ,"A highly concentrated niacinamide (vitamin B3) serum that effectively tightens and minimizes the look of sagging pores and rough bumps caused by age or sun damage.
Dramatically reduces the look of stretched pores
Helps reduce hard, clogged bumps & orange-peel texture
Visibly improves blotchy tone & fades post-blemish marks",  AM/PM  ,No restrictions  ,"20% Niacinamide
Licorice extract
Vitamin C  ","Water (Aqua), Niacinamide (skin-restoring/skin-replenishing), Pentylene Glycol (solvent/texture enhancer), Butylene Glycol (slip agent/hydration), Glycerin (skin-replenishing), Acetyl Glucosamine (skin-replenishing), Ascorbyl Glucoside (vitamin C/antioxidant), Glycyrrhiza Glabra (Licorice) Root Extract (skin-soothing/antioxidant), Spiraea Ulmaria (Meadowsweet) Extract (antioxidant), Portulaca Oleracea (Purslane) Extract (antioxidant), Camellia Japonica Flower Extract (antioxidant), Epigallocatechin Gallate (green tea-derived antioxidant), Boerhavia Diffusa Root Extract (skin-soothing), Camellia Sinensis (Green Tea) Leaf Extract (antioxidant), Allantoin (skin-soothing), Lecithin (skin-replenishing), Pullulan (texture enhancer), Panthenol (hydration), Silica (absorbent), Xanthan Gum (thickener), Sclerotium Gum (thickener), Propanediol (hydration), Sodium Phytate (chelating agent), Phenoxyethanol (preservative), Ethylhexylglycerin (preservative).","Clean, hydrated  ",N/A  ,"Aging, Uneven skin texture  ",Yes  ,Any  ,Hydration; Anti-aging; Plump skin  ,N/A  ,N/A  ,Yes  ,2-3 drops  ,Brighten  ,
Paula's Choice  ,2% BHA Liquid Exfoliant  ,$29.50,Treat  ,"Our  1 product worldwide + cult favorite, this gentle leave-on exfoliant with salicylic acid quickly unclogs pores, smooths wrinkles, brightens and evens out skin tone.
Clears & minimizes enlarged pores
BHA (beta hydroxy acid) sheds built-up layers of skin
Fluid, lightweight texture absorbs quickly 
Use twice daily after cleansing & toning",  PM  ,No restrictions  ,"Salicyclic Acid
Green Tea  ","Water (Aqua), Methylpropanediol (hydration), Butylene Glycol (hydration), Salicylic Acid (beta hydroxy acid/exfoliant), Polysorbate 20 (stabilizer), Camellia Oleifera Leaf Extract (green tea/skin calming/antioxidant), Sodium Hydroxide (pH balancer), Tetrasodium EDTA (stabilizer).","Clean, damp  ",N/A  ,"Acne-prone, Blemishes  ",No  ,Any  ,Hydration; Calm red skin; Anti-aging  ,N/A  ,N/A  ,Yes  ,Satured cotton pad   ,Exfoliate  ,
Paula's Choice  ,C15 Super Booster  ,$49.00,Treat  ,"This concentrated booster with 15% pure vitamin C dramatically brightens uneven skin while improving the appearance of wrinkles and fine lines.

Reveals a more radiant complexion
Vitamin C visibly brightens skin
Feather-light, liquid formula absorbs quickly
Use alone or add to your moisturizer or serum",  AM  ,No restrictions  ,"15% Vitamin C
Vitamin E + Ferulic Acid
Hyaluronic Acid  ","Water (Aqua), Ascorbic Acid, Butylene Glycol, Ethoxydiglycol, Glycerin, PPG-26-Buteth-26, PEG-40 Hydrogenated Castor Oil, Pentylene Glycol, Tocopherol, Sodium Hyaluronate, Hexanoyl Dipeptide-3 Norleucine Acetate, Lecithin, Ferulic Acid, Panthenol, Bisabolol, Oryza Sativa (Rice) Bran Extract, Propyl Gallate, Sodium Gluconate, Sodium Hydroxide, Phenoxyethanol, Ethylhexylglycerin.","Clean, hydrated  ",N/A  ,"Dull skin, uneven skin texture  ",Yes  ,Any  ,"Hydration; Brighter skin, Even skin tone  ",N/A  ,N/A  ,Yes  ,2-3 drops  ,Brighten  ,
Paula's Choice  ,1% Retinol Treatment  ,$58.00,Treat  ,"A potent and uniquely formulated retinol solution that hydrates and delivers remarkable anti-aging benefits with a controlled-release delivery system to allow for even, consistent absorption.
Advanced hydrating complex absorbs quickly
Diminishes the appearance of wrinkles, fine lines
Light lotion texture delivers powerful results
Use after cleansing, toning & exfoliating skin
High-strength 1% retinol concentration",  PM  ,3,"1% Retinol
Vitamin C
Licorice Extract  ","Water (Aqua), Dimethicone (skin-softening), Glycerin (skin-replenishing), Butylene Glycol (hydrating), Isononyl Isononanoate (emollient), Castor Isostearate Succinate (skin-softening ), Glyceryl Stearate (texture enhancer), C12-15 Alkyl Benzoate (emollient), Dimethicone Crosspolymer (texture enhancer), PEG-33 (stabilizer), Polysorbate 20 (texture enhancer), Behenyl Alcohol (texture enhancer), PEG-100 Stearate (texture enhancer), Pentaerythrityl Tetraisostearate (stabilizer), Polymethylsilsesquioxane (texture enhancer), Tetrahexyldecyl Ascorbate (vitamin C/antioxidant), Retinol (skin-restoring), Ceramide NG (skin-replenishing) , Palmitoyl Tetrapeptide-7 (skin-restoring), Palmitoyl Hexapeptide-12 (skin-restoring), Sodium Hyaluronate (skin-replenishing ), Dipotassium Glycyrrhizate (antioxidant plant extracts/skin-soothing), Glycyrrhiza Glabra Root Extract (licorice extract/antioxidant/skin-soothing), Avena Sativa Kernel Extract (oat extract/antioxidant/skin-soothing), Arctium Lappa Root Extract (burdock extract/antioxidant/skin-soothing), Salix Alba Bark Extract (willow bark extract/antioxidant/skin-soothing), Glycine Soja Sterols (antioxidant/skin-softening ), Lecithin (skin-restoring), Allantoin (skin-soothing), Tocopheryl Acetate (vitamin E/antioxidant), Hydrolyzed Soy Protein (antioxidant/skin-softening), Sorbitan Laurate (texture enhancer), Acetyl Dipeptide-1 Cetyl Ester (skin-soothing), Disodium EDTA (stabilizer), Hydroxyethylcellulose (texture enhancer), Palmitoyl Tripeptide-1 (skin-restoring), Sodium Hydroxide (pH adjuster), Tribehenin (emollient), Caprylyl Glycol (skin-softening), Ethylhexylglycerin (skin-softening), Pentylene Glycol (hydrating), PEG-75 Shea Butter Glycerides (emollient), PPG-12/SMDI Copolymer (stabilizer), PEG-10 Phytosterol (fatty acid-based emollient), PEG-8 Dimethicone (skin-softening), PEG-14 (texture enhancer), Magnesium Aluminum Silicate (texture enhancer), Arachidyl Glucoside (texture enhancer), Arachidyl Alcohol (texture enhancer), Sclerotium Gum (texture enhancer), Carbomer (gel-based texture enhancer), Phenoxyethanol (preservative), Benzoic Acid (preservative).","Clean, hydrated  ",N/A  ,"Dehydrated, Sensitive, Red  ",No  ,Any  ,Hydration;Aging;Soothing  ,N/A  ,N/A  ,Yes  ,Pea-sized  ,Renews cells  ,
Paula's Choice  ,10% Niacinamide Booster  ,$44.00,Treat  ,"This concentrated 10% niacinamide serum booster dramatically improves uneven skin tone and refines the appearance of pore size, skin texture and fine lines.
Promotes a brighter, younger-looking appearance
Niacinamide (vitamin B3) visibly minimizes pore size
Sheer, ultra-light liquid formula
Use alone or add to your moisturizer or serum",  AM/PM  ,No restrictions  ,"10% Niacinamide
Allantoin & Licorice Extract
Vitamin C  ","Water (Aqua), Niacinamide (vitamin B3, skin-restoring ), Acetyl Glucosamine (skin replenishing/antioxidant), Ascorbyl Glucoside (vitamin C/antioxidant), Butylene Glycol (hydration), Phospholipids (skin replenishing), Sodium Hyaluronate (hydration/skin replenishing), Allantoin (skin-soothing), Boerhavia Diffusa Root Extract (skin-soothing), Glycerin (hydration/skin replenishing), Dipotassium Glycyrrhizate (skin-soothing), Glycyrrhiza Glabra Root Extract (licorice extract/skin-soothing), Ubiquinone (antioxidant), Epigallocatechin Gallate (antioxidant), Beta-Glucan (skin-soothing/antioxidant), Panthenol (skin replenishing), Carnosine (antioxidant), Genistein (antioxidant), Citric Acid (pH balancing), Sodium Citrate (pH balancing), Sodium Hydroxide (pH balancing), Xanthan Gum (texture-enhancing), Disodium EDTA (stabilizer), Ethylhexylglycerin (preservative), Phenoxyethanol (preservative).","Clean, hydrated  ",N/A  ,"Dehydrated, Sensitive, Red  ",Yes  ,Any  ,Hydration; Calm red skin; Anti-irritation  ,N/A  ,N/A  ,Yes  ,2-3 drops  ,"Seal the moisture, boost production  ",
